,date,content
96,2021-05-20 02:40:19+00:00,"@rammeha94707273 @anilvijminister Abe Hram Modi k time me 3 hi attack hue or 2 j&amp;k me or ek punjab me dono State me Pak ka dakhal hai
Ok baki desh me shanti hai.koi ghotala nahi 2018 k baad se koi train accident nahi.notbandi karke pakistan ko kangaal kar k rakh diya.
370.ram mandir Desh ki sena ko majbut kar di"
97,2021-05-18 06:38:04+00:00,"#GodMorningTuesday
Due to excessive stress, a person becomes a victim of death due to heart attack and his family is also devastated. Such a situation should never come in life. Before that, get a free book today ""Way to live"" and your life https://t.co/vnKy4g8lTe"
98,2021-05-16 10:38:25+00:00,"#Honey #Bee is the only insect that makes food man can eat. Bees can sense the hormone a human gives off when they're scared. If they feel their hive is threatened they'll attack.Eating honey makes you smarter!, It has an antioxidant that improves brain functions. https://t.co/VDT6y3hAa1"
99,2021-05-16 05:10:35+00:00,"#SolutionForDepression
Due to excessive stress, a person becomes a victim of death due to heart attack and his family is also devastated.  Such a situation should never come in life.  Before that, get a free book today, ""Way to live"" and make your life happy.

Sadhna tv 7:30pm https://t.co/sdm8CquFr9"
100,2021-05-16 02:28:59+00:00,"#SolutionForDepression Due to excessive stress, a human being becomes a victim of death due to heart attack and his family is also devastated, in such a situation, before he comes, make a way to live a free book and make his life happy.more info. Visit SA youTube ▶️channel. https://t.co/35tMlUwp8q"
101,2021-05-15 13:40:16+00:00,"@of_late @ndtvfeed @ndtv The terrorist attack that has taken place in Afghanistan. Where 255 Muslims have been killed. More than 500 have been injured. There has been a huge loss. Why is humanity not awake for there Muslims?
@of_late"
102,2021-05-13 17:48:26+00:00,Well done....who so ever attack you...maro salon ko..#Israeli
103,2021-05-13 03:43:05+00:00,@anilvijminister Sir  Arvind Kejriwal's is making too much noise on Tvs just to attack BJP and its government. That's why he is getting more oxygen than other states..
104,2021-05-12 05:02:27+00:00,#Israel #Gaza_under_attack https://t.co/P3sJLVKOWm
105,2021-05-11 08:14:24+00:00,"@AamAadmiParty @msisodia @ArvindKejriwal Pls arrange vaccine from Russia or USA ie Sputnik/ Pfizer, as we are making vaccine primarily for export n secondary for us. But due to shortage Pls import asap before the attack of 3rd wave of Covid 19.@aajtak @chitraaum @sakshijoshii @RahulGandhi"
106,2021-05-04 17:06:07+00:00,"@JPNadda @Bangal_Ki_Beti *Attack Is The Best Defence*
🙏🏻मोममता दीदी को तो समज आ गया🙏🏻
👎🏻बस पता नी ये #दाढ़ी वाले बाबा को कब समज आए गा👎🏻
#मरते_समर्थक_सोती_सरकार🤦🏼‍♂️#जागो_मोदी_जी_जागो👀"
107,2021-04-30 09:21:07+00:00,@ManojManojkapur @ArchieSriva @ArvindKejriwal Heart attack after being Covid positive and home quarantine.
108,2021-04-28 04:12:52+00:00,"@haldiaarpit @PMOIndia @MoHFW_INDIA @DainikBhaskar @kkvaishnaw Sir inhone humanity bech di hai 
Ye kaisi theory hai ki covid will attack only persons above age group of 45 
R person below age group of 45 not dying"
109,2021-04-11 13:42:24+00:00,"ABVP tried it's all formula to Counter NSUI in Sampurnanand University,
From polarising politics to cowerdly attack on NSUI office bearers but the results showcase the trust of students on prograsive and inclusive ideology of Congress 
#NSUISweepsVaranasiAgain"
110,2021-04-04 09:14:30+00:00,"We strongly condemn cowardly attack on our Security Personnel by the Naxals at Sukma-Bijapur Border, Chhattisgarh, which led to martyrdom of 22 brave Jawans.

Our deepest condolences to the bereaved families. Praying for the speedy recovery of those injured.

#NaxalAttack #Sukma"
111,2021-03-31 03:59:04+00:00,"@AnjuSethi15 Ayurveda provides ways to lower the risk of heart attack, tumour and cancer. Prevention is better than cure. In this video, Sant Shri Asharamji Bapu is telling simplest ways to reduce the risks of diseases. #TreasureOfHealth https://t.co/sxsj6A0riv"
112,2021-03-23 09:00:52+00:00,@PMOIndia  dear sir today war never win with guns and missiles today's generation war are with cyber attack recent years I study there are number of cyber attack happen in india what a shame not a single talk come from respect P.M do you understand how is cyber security task for
113,2021-03-23 08:57:04+00:00,@PMOIndia # cyber policies for India make a suitable cyber policies for World largest democracy where we elect as you as a prime minister whole nation wants a cyber policies where we can fight with cyber crime if a cyber attack happen in india whole nation destroyed
114,2021-03-22 16:49:29+00:00,@PMOIndia do you any policies regarding cyber security if a china attack us whole India will be destroyed within seconds
115,2021-03-22 15:42:22+00:00,@rsprasad dear if cyber attack is happen in our country no one can save us even you don't a helpline number you provided is nobody is helping fraud calls are coming not a single policy against what a shame today before a got fraud call but I don't share anything
116,2021-03-10 03:59:37+00:00,@TikeswariSahu1 A big conscipracy has been done against a Hindu Saints..a planned way to attack on Hindu Sanskriti by targeting their great saint like Innocent Sant Shri Asharamji Bapu. Stop accusing Saints!!!!#SaintsCallForJustice https://t.co/v6FVYNQS4e https://t.co/1wfLXWreNj
117,2021-02-22 13:53:18+00:00,"Attacking on-duty officers is a crime.
But, no punishment for the attack on journalists on duty.
In Baraut (Baghpat) journalists were hit badly, during coverage by few goons, making unrest in public.
Strict punishment required.
@CMOfficeUP @PTI_News @HMOIndia @adgzonemeerut https://t.co/uyhylBQz8f"
118,2021-02-14 06:29:24+00:00,"शौर्यम.. दक्षम.. युद्धेय...!
बलिदान परम् धर्म: 🇮🇳❤
Heartfelt Tribute to All the Martyrs of ""PULWAMA ATTACK""
#जय_हिंद 🇮🇳🙏 https://t.co/ugcGO11TGX"
119,2021-02-14 02:03:25+00:00,14 Feb      😫 Pulwama Attack 😭😭 https://t.co/TkrCnQ4Dki
120,2021-02-05 15:54:18+00:00,@FirangiLadki Pulwama attack hua tha
121,2021-01-19 16:46:59+00:00,"@ShashiTharoor @IndiaToday @ndtv It's time for congress to attack on Modi. Not cricket time sir.

No problem congress is not in power.

But to be in opposition is also a big responsibility.

Perhaps next time congress will not get even role of  opposition.

Help india.sir u r big hope."
122,2021-01-19 06:32:43+00:00,"Even a Auto rickshaw wala also knows that ki ""Modi kuch bada karega""  after pulwama.

If Arnb /modi govt planned the Pulwama attack then
Pakistani terrorists group ne kyu claim kiya ki unhone kiya
Or even Pak minister himself said pulwama was the success for us"
123,2021-01-15 15:47:19+00:00,20 Mins Prior to Attack In Kashmir @republic was having a ground repoter there. Any prior tip from @PMOIndia ? https://t.co/4TN0Gv9OCu
124,2020-12-16 02:07:08+00:00,@PoojaGo33057821 Aise dp mt lgayya kro ji nhi to kisi ko heart attack aa jayega
125,2020-12-10 20:05:57+00:00,"aap Bengal ka bta rhe the sir aaj attack hua bjp workers par. Very sad. But Is video mai kya ho rha ? Aap btaoge ? Yha bhi police Mamta ji ki?
Very shameful @JPNadda @BJP4India 
Rules are made to broken. Today Proved in Delhi sir. @msisodia 
M not belongs to Delhi but sad. https://t.co/s1inIlBqb0"
126,2020-12-10 17:30:26+00:00,"@sambitswaraj @MamataOfficial kisi ko chot to nahi aayi?
oh aati bhi kaise socha samjha jo olan tha apne upar attack karane ka."
127,2020-12-10 16:08:56+00:00,@ArvindKejriwal May be @msisodia ji MCD employees ki salary dene jaa rahe honge isliye un pr attack karya gya hoga BJP ne.
